area,aar,hy,n_samples,sopcorr,n0,n1,n2,n3,n4,mw0,mw1,mw2,mw3,mw4,ton
1r,1982,1,,1,0,0,0,0,0,0.004094948,0.0063532786,0.0100006209,0.0135266337,0.0152074697,0
1r,1983,1,66,1.0868863794,878979.90237,2054327.8975,32240614.66,859651.5485,356193.94997,0.0051397905,0.004682223,0.0097502345,0.0171371002,0.0197787666,350267.15876
1r,1984,1,101,0.8690916752,16912.743293,51830096.688,1871262.3964,11002983.096,366525.67695,0.0031761026,0.0056042844,0.0101166611,0.0133887057,0.0132166853,461615.20418
1r,1985,1,96,0.7980360345,5044846.4367,5978906.7004,30163929.683,1911101.1148,203390.27928,0.0043163738,0.0049818975,0.0092408167,0.0153336059,0.0166569302,362993.01839
1r,1986,1,23,0.8431383567,0,45988178.979,7729522.0255,1690734.1237,31622.209296,0.0034526078,0.0053320041,0.0115440373,0.0114048237,0.012822001,354127.03442
1r,1987,1,38,0.9163802074,0,3690066.2403,19311996.865,982095.31287,139935.86064,0.0037525293,0.0072038776,0.0105928531,0.0189161143,0.0139358242,251679.47951
1r,1988,1,39,0.8073950957,1199168.4063,1983694.7791,8507339.8063,15128100.585,2338378.3923,0.006326623,0.0065914977,0.0105858799,0.0159731064,0.0171902331,392559.91304
1r,1989,1,38,0.5767609083,41986.854849,64347026.79,6551397.1791,1385566.21,4876266.4528,0.0024740633,0.005067776,0.0084451068,0.0090758348,0.0111716191,448578.40697
1r,1990,1,1,0.9394162639,0,20073076.128,16582495.617,2454050.1911,741089.3362,0.0038468608,0.0063639241,0.0097926628,0.0149330165,0.017707428,339899.48008
1r,1991,1,22,1.1527083343,0,17243365.391,7929644.1504,1134771.2791,390292.546,0.0047202807,0.0078666396,0.0141359059,0.0376733545,0.017529777,297332.42668
1r,1992,1,51,0.8568432621,1976.6824213,59633543.627,9904167.2719,990317.89307,613759.89181,0.0021428948,0.0077882399,0.0118380084,0.0177869097,0.0194902985,611267.25575
1r,1993,1,17,0.9381653022,4663091.096,2726337.7273,7102835.2724,1968996.1476,593926.66499,0.0046504369,0.0066427539,0.01023341,0.0129598973,0.017701336,148513.31055
1r,1994,1,21,0.9044719005,0,28253665.499,3658746.1552,1900877.2825,1300531.3542,0.0037037654,0.0052432456,0.0077462489,0.0114515664,0.0162636092,219401.82208
1r,1995,1,34,0.9188209482,4593.2039744,47629795.474,8093727.8099,948606.9552,400763.70031,0.0023181706,0.0073471108,0.0110005165,0.01381903,0.017910091,459273.75904
1r,1996,1,34,0.869988506,8042321.7228,11234784.74,13173297.899,4915790.8781,931281.37503,0.0047147409,0.0049054333,0.0070469785,0.0097934439,0.014189466,247217.80501
1r,1997,1,33,0.945771372,0,39752452.353,2450275.6695,4178225.9521,1037519.4732,0.0038728846,0.006772152,0.0075167112,0.0093416827,0.0133703064,340531.27725
1r,1998,1,48,0.9433553483,8643.4404666,9633082.9738,31009882.823,2392365.5049,1687571.5424,0.0025233109,0.0056074205,0.0081103758,0.0104519161,0.0125243668,351680.92907
1r,1999,1,262,0.9518150867,313165.58972,42997235.376,5611485.4007,10656020.924,848116.81043,0.0042532569,0.0054593166,0.007771599,0.0104064814,0.0125875384,401245.09715
1r,2000,1,103,0.8975541426,18034622.412,35224276.825,3506212.3214,711110.18113,1231818.788,0.0029398288,0.0066088438,0.0088313332,0.0116469423,0.0135016112,341688.77063
1r,2001,1,195,0.9163739645,5489126.8451,60802479.487,8498632.7491,1074494.2978,833162.35684,0.0020075781,0.0044581388,0.0081592109,0.0104585441,0.0148175682,375010.96394
1r,2002,1,305,0.938842331,722601.35655,86157910.899,10917847.502,1282809.2178,415928.19756,0.004577319,0.0060595601,0.0076248493,0.0097515922,0.0131634637,626618.04226
1r,2003,1,283,0.9297985721,13846935.532,4004426.1203,13229664.179,1247103.1787,495520.43942,0.0023704619,0.0035342022,0.007107786,0.0084804311,0.0105583387,156817.55209
1r,2004,1,441,0.9174579301,5286218.0958,32594285.783,847574.81181,2452873.4382,516882.25715,0.0032110604,0.0048953948,0.0080198385,0.0085671779,0.0098913465,209460.54132
1r,2005,1,326,0.9497571323,1711181.4626,11307247.894,3991462.1727,256015.7426,417669.96568,0.0032884646,0.0066143318,0.0087881035,0.0102129332,0.0117896965,123033.30507
1r,2006,1,561,0.9314318997,2277065.8347,34243244.86,2575506.5627,808127.27096,161496.24025,0.0030493576,0.0059542582,0.0095813491,0.011232103,0.0120061814,246529.45932
1r,2007,1,298,0.9476138742,185977.81373,10459120.482,4567212.0145,312086.25335,173845.76174,0.0043767555,0.0058355774,0.0099383598,0.0138142849,0.014864183,114134.90591
1r,2008,1,292,0.9477088103,482235.06381,27668209.055,4378051.9156,1395485.0665,229923.3537,0.0025994471,0.0063153272,0.0106306983,0.0125116039,0.0147811934,243387.38591
1r,2009,1,324,0.8677472389,3692986.2373,17310934.958,13003317.944,1575395.4082,376224.78102,0.0048976835,0.0069086636,0.0103594738,0.0138815474,0.0151731689,299967.48296
1r,2010,1,174,0.965109479,149798.50285,43846438.41,2318572.4284,1079080.8031,128254.8992,0.0028602903,0.0059615058,0.0120138664,0.0134114784,0.0159986385,306198.25435
1r,2011,1,172,0.9483546433,226495.79847,1853296.6382,32175412.893,1443590.5549,319766.8111,0.0064236284,0.0052804011,0.0088782467,0.012056817,0.0148189169,319046.03318
1r,2012,1,219,0.9695404235,0,382773.3026,332903.1047,3094701.7567,105171.27734,0.0039702176,0.0074888139,0.0102577636,0.0119614325,0.0149359789,44869.261533
1r,2013,1,282,0.9352741391,131525.11266,18266272.277,7449378.78,2194955.726,4329252.4972,0.0045784406,0.0047623858,0.0065823517,0.0102139636,0.0110896032,207056.53708
1r,2014,1,137,0.9024754696,6999968.8003,8079523.1859,3041984.8276,359610.64419,356486.31756,0.0032458228,0.00502676,0.0073798958,0.00988898,0.0118427128,93561.960631
1r,2015,1,304,0.9468931207,209657.63636,27025430.63,1775080.61,555947.35616,170355.31653,0.0064228395,0.0052369788,0.0077987524,0.0091667528,0.0116670204,163805.39103
1r,2016,1,153,0.9706784628,0,132034.52474,1202713.4059,95531.964569,15065.968589,0.0039748779,0.0064030585,0.0105087551,0.012487526,0.0134676962,14880.307141
1r,2017,1,268,0.9346563685,62726.446757,35340853.669,3167712.1622,4791461.8152,111339.56071,0.0023230638,0.0050253908,0.0066640962,0.0086363579,0.0094337819,241288.38833
1r,2018,1,345,0.935001035,655556.32126,1844896.5424,15485569.297,1027846.2552,363005.21744,0.0035894993,0.004380098,0.0065958781,0.0087449682,0.0103619555,125324.80115
1r,2019,1,263,0.9083617126,12073887.122,5680662.823,854031.16843,1964878.3342,107084.08761,0.0021938709,0.0039859395,0.0070075474,0.0077034804,0.00942581,71261.748388
1r,2020,1,248,0.9373026819,923886.97865,12637448.513,1168335.8307,284215.78902,476910.85713,0.0031115958,0.0067372078,0.008972816,0.0113209857,0.0127246226,107785.25512
1r,2021,1,66,0.9725177369,22960.531908,1131892.3382,982916.35247,52242.410755,32876.283109,0.0051326413,0.0055891045,0.0092366086,0.0108118246,0.0119534689,16480.747775
1r,1982,2,,1,0,0,0,0,0,0.0039483325,0.0068509383,0.0107734498,0.0139060801,0.0158110594,0
1r,1983,2,13,0.8532892858,7270751.4954,187672.65637,2194206.1407,401150.30298,1563.9388031,0.003270438,0.0033711707,0.0086582906,0.0120968059,0.0131008318,48282.419188
1r,1984,2,15,1.0323036229,0,7850158.1394,76314.617731,480965.38009,36491.050837,0.0040758779,0.0073267342,0.0124124395,0.0167895313,0.0163218139,67134.055864
1r,1985,2,7,0.756810268,10413592.872,1653615.7526,2816205.3086,1948405.9026,259903.7417,0.0027538039,0.0061946453,0.010743036,0.0138699293,0.0155408018,100238.51513
1r,1986,2,3,0.8990349957,113688.72905,5430666.9679,297417.83581,244633.78304,18271.402883,0.0032734634,0.0074616906,0.012733304,0.0125020526,0.0142146957,47999.371253
1r,1987,2,24,0.9273281599,247038.20446,2565715.5799,5524371.1226,162481.50361,42278.350428,0.0045674729,0.0079896787,0.0111863756,0.0190199806,0.0146620406,87135.555885
1r,1988,2,3,1.0481665326,0,0,286982.20377,2555858.6011,83396.537848,0.00413851,0.0071809243,0.0130429837,0.0169703418,0.0233121981,49061.05491
1r,1989,2,2,1.1544769249,553.94975796,896844.65813,91401.710063,19388.241529,68135.820229,0.0070045181,0.0098345092,0.0153105186,0.0176216672,0.0257858634,12321.90885
1r,1990,2,0,1.4147042355,621299.58305,1496530.654,496415.24475,73889.900162,21854.759203,0.0023259174,0.0094187249,0.0145503687,0.0220962304,0.0266663186,24979.001101
1r,1991,2,3,0.7977220397,8424542.181,7934993.8776,239211.10279,77187.303515,0,0.0044608487,0.0054867503,0.0103066031,0.0260715259,0.0126128306,85595.782393
1r,1992,2,5,0.9880786677,119872.39622,3491507.1826,341725.78625,140447.50901,30415.384117,0.0050640868,0.0095979881,0.0148654577,0.0184871983,0.0235082261,42509.891642
1r,1993,2,6,0.8740896257,1978327.7067,450095.93147,291632.84918,175012.04275,49970.327285,0.0043328171,0.0070844953,0.010876056,0.0137667597,0.0171508914,18198.634172
1r,1994,2,1,1.0016982595,0,2158179.3282,149011.98298,81588.824654,116963.23739,0.0039550378,0.006862573,0.0107917459,0.0139296962,0.0158379107,19407.723463
1r,1995,2,7,0.9225074032,25608.507785,4506896.0505,1180724.6909,132239.66812,31264.632057,0.0023274715,0.0065404174,0.0096612845,0.0135698278,0.0175289629,43286.407808
1r,1996,2,9,0.608770558,4313827.8468,983927.37254,968534.49555,215857.07845,64163.479275,0.0032307608,0.0042661093,0.0067511519,0.0087114029,0.0133843939,27412.418566
1r,1997,2,8,0.9344358279,968.19425539,9494113.6166,162741.25593,248200.93292,112049.53846,0.0028700496,0.0079536434,0.0130060925,0.0135513674,0.0139297283,82556.481929
1r,1998,2,5,0.8336683506,936.53067507,480195.22373,1541333.3881,162387.43756,119888.95718,0.0025270727,0.0060483989,0.0088241674,0.0105926094,0.0133183297,19824.590127
1r,1999,2,5,0.9017760431,588629.85061,1714063.2037,158106.46635,895912.46119,321623.58597,0.0060673529,0.0063195876,0.0097255431,0.0116927414,0.0134438814,30740.810871
1r,2000,2,6,0.7477185249,6343604.848,3307192.5005,203334.12751,131180.61165,272951.15509,0.0028892203,0.0053068323,0.0077659802,0.0108498213,0.0119851662,42152.528003
1r,2001,2,28,0.9936439416,65281807.781,3229070.5069,450916.81949,42303.289488,73101.660804,0.0024186976,0.0037790548,0.0087817598,0.0119243438,0.0171296464,175816.27654
1r,2002,2,2,0.8570732971,10247.934708,598313.10831,112598.42204,26931.79224,52250.588729,0.0033840103,0.0058717563,0.0092336361,0.0119185299,0.0135512368,5616.5682029
1r,2003,2,19,0.7313905078,2050003.1826,367209.44131,4324942.3556,159643.55178,50406.043725,0.0021065645,0.0026652428,0.0039934955,0.0076415436,0.0071196794,24147.602076
1r,2004,2,14,0.8439494498,679824.82335,2252394.64,117894.75897,251481.91621,50807.460739,0.0034638519,0.0048560618,0.007030534,0.0071231571,0.0088949499,16364.718154
1r,2005,2,0,0.8115008974,155187.17918,383737.76174,152240.77986,11462.464523,24883.456189,0.0032040753,0.0055595426,0.0087426641,0.0112847965,0.0128306889,4410.2513164
1r,2006,2,2,0.8193123874,39209.349437,755586.24899,101378.03906,46392.27248,21674.825722,0.0032349177,0.0056130586,0.0088268208,0.0113934237,0.0129541968,6072.1814945
1r,2007,2,0,0.8243034078,6.3818662142,831.54025777,132.4519033,9.7389402101,3.7351915896,0.0032546239,0.0056472518,0.0088805913,0.0114628292,0.0130331102,6.0532559901
1r,2008,2,4,1.0627942167,6939.9891321,264552.3496,85004.433376,53810.276446,8093.7493686,0.0041962649,0.0072811376,0.0114499601,0.0147793015,0.0168039025,3859.9463419
1r,2009,2,4,0.7667443184,859904.35003,1988686.3735,401892.0321,40779.370122,2711.6036422,0.0030273615,0.005252918,0.0082604814,0.0106624079,0.01212304,16837.148628
1r,2010,2,0,0.9225715133,30798.547732,1234727.8035,39268.674154,2802.073297,566.52252834,0.0036426191,0.0063204805,0.0099392778,0.0128293533,0.014586833,8350.77524
1r,2011,2,0,0.7216360504,7793.2484801,38400.193569,338574.05406,15208.413727,1098.1461505,0.0028492591,0.0049438841,0.0077745097,0.0100351287,0.0114098305,3009.4464165
1r,2012,2,0,0.9374620716,0.46249888,204.44667312,106.15010146,403.64888515,25.273532289,0.0037014119,0.0064224948,0.0100997005,0.0130364226,0.0148222685,8.0236023799
1r,2013,2,1,0.7371616963,8231.2728768,770727.75032,179639.43611,76665.397289,52190.778092,0.0029105595,0.0050502493,0.0079417745,0.0102510296,0.0116553074,6737.1796077
1r,2014,2,1,0.8268619888,963266.26741,95046.886507,80295.819723,13916.281608,16467.749316,0.003264726,0.0056647805,0.0089081561,0.011498409,0.013073564,4773.8151828
1r,2015,2,0,0.8333414679,0.391195574,161.84664748,20.507024703,6.3453686248,2.6421661091,0.0032903092,0.005709171,0.0089779624,0.0115885132,0.0131760115,1.2177552358
1r,2016,2,0,0.8811395858,12.870297432,5.5082045046,13.960602349,1.9351670033,0.9837994136,0.003479032,0.006036633,0.0094929131,0.0122531976,0.0139317504,0.2479720018
1r,2017,2,8,0.9016138893,2512.2327691,261036.89078,40048.043235,38550.605468,6930.139048,0.0025980334,0.0057419881,0.0080654827,0.0094678274,0.0102030444,2264.1033836
1r,2018,2,4,0.5922668571,92548.698853,163442.93114,822509.03115,43568.094645,11709.938706,0.0023384665,0.0040575837,0.0063807572,0.0082361103,0.0093643665,6596.3236378
1r,2019,2,21,0.9185629302,6030274.6768,322287.96419,15871.51621,17187.49243,410.01616943,0.0022913388,0.003144912,0.0072031849,0.0089199215,0.010248466,15102.808466
1r,2020,2,4,1.130144319,45817.855867,89186.509263,12724.814607,2599.8787293,5118.6797671,0.0044621855,0.007742549,0.012175553,0.0157158774,0.017868779,1182.2342803
1r,2021,2,3,0.6807826529,1535.8512977,48383.198523,27948.125381,1559.9491805,1269.2709514,0.0026879563,0.004664,0.0073343777,0.0094670181,0.010763895,463.20001111
2r,1982,1,,1,0,0,0,0,0,0.0037275482,0.0072774637,0.0121868269,0.0161269925,0.017685486,0
2r,1983,1,35,0.7491550663,128328.73446,4420572.2482,5587864.8977,190027.86618,60702.835363,0.0017678657,0.006068479,0.0102799437,0.013421421,0.0159921575,88017.167595
2r,1984,1,41,1.0274389635,1633.8022727,10640997.076,974261.81961,1136489.9749,37575.470572,0.0056737032,0.0057009472,0.0109242014,0.0148050828,0.0181707574,88824.667701
2r,1985,1,28,0.9609897424,870164.39798,1390285.7693,5641924.1675,463473.33031,99213.619266,0.0018995019,0.0074316947,0.0098077925,0.0160803299,0.0204577736,76802.373901
2r,1986,1,15,0.6137398162,4519.913495,22723720.53,2900653.9448,396399.84384,4998.6182967,0.002561414,0.0060242015,0.0095469521,0.0098977774,0.0108542869,168573.98755
2r,1987,1,9,0.7113418498,0,1161080.8894,3414691.8869,169398.65973,26350.120489,0.002651561,0.0061014117,0.0111462989,0.0146836691,0.0125804263,47964.298651
2r,1988,1,13,0.9096006407,559703.68272,1616684.0379,4985951.5275,3530529.0383,524523.69583,0.0018645929,0.0057766399,0.0096790331,0.019764066,0.0199637715,138890.89083
2r,1989,1,5,0.5762486772,1245669.7086,25239452.05,1852867.5277,980656.00065,1045581.7645,0.0008746481,0.0058602843,0.0094963974,0.0090677744,0.0106693193,186643.46724
2r,1990,1,4,0.9808113849,0,8742149.4215,4840914.9943,716340.6145,216480.59926,0.0036560217,0.0066443487,0.0102241738,0.0155910358,0.018487701,122750.96643
2r,1991,1,21,1.2184574261,0,15366812.872,2377221.8704,499094.0485,173240.06294,0.0045418588,0.0074215994,0.0130386674,0.0398221972,0.0215490117,168650.30801
2r,1992,1,33,0.7369569859,132574.84656,13904338.955,4645264.9108,542237.44472,339727.11302,0.0020319833,0.0070948499,0.0097958164,0.0132405175,0.0153213094,156807.31813
2r,1993,1,25,0.9612184251,8611339.1876,6917364.4063,1002713.9913,541008.74758,248904.77066,0.0018515544,0.0074335775,0.014910447,0.0158829054,0.0176825625,95310.105461
2r,1994,1,29,0.8338209192,0,40876088.598,4235403.8096,192711.30881,65440.989847,0.0031081077,0.0044509567,0.0070613062,0.0164649054,0.0194934913,216293.82936
2r,1995,1,11,0.8873518096,908472.3883,5235276.4086,1734732.5939,250510.92462,84210.890119,0.0050644248,0.0100790248,0.0137449212,0.0169731611,0.0170636582,86900.041791
2r,1996,1,13,0.7994936931,4581433.672,4619225.7765,710263.96456,423315.02121,107346.89454,0.0029218658,0.0069388512,0.0131008997,0.0168269589,0.0209641617,64117.093587
2r,1997,1,55,0.9235781744,43711.588569,38872250.984,1615342.3279,264149.54282,45348.413886,0.0054877304,0.004423238,0.0068460003,0.007776179,0.0123703394,185854.77802
2r,1998,1,19,0.9184105648,2126038.0917,869639.63298,4900693.3862,193909.03881,130965.99664,0.0046799929,0.0061507072,0.0105230205,0.0151025642,0.0167715898,71993.870433
2r,1999,1,30,0.9220112126,639548.50929,1392595.3134,112532.42085,765339.53482,128738.32556,0.0051501003,0.0075985531,0.0121949305,0.0147632905,0.0168007113,28709.598783
2r,2000,1,41,0.9457591799,0,8182274.8508,436083.71223,246394.42552,559351.04873,0.0035253629,0.007588533,0.0120280369,0.0146518199,0.017582542,80781.63362
2r,2001,1,25,0.8950335446,1881313.2863,3638330.8777,723697.86214,84544.855692,292700.34854,0.0026304437,0.0061215732,0.0128751241,0.0157911633,0.0185370358,43299.555673
2r,2002,1,94,0.9440228366,14496.807588,17086656.042,302741.56595,112091.45676,48220.528328,0.0029302126,0.0057506151,0.0108471468,0.0132286229,0.0151935551,103800.60071
2r,2003,1,57,0.945644278,634244.23022,329486.37712,1777219.4609,103193.865,62691.535973,0.0030173215,0.0061034085,0.0113669698,0.013805186,0.0153240676,26511.608487
2r,2004,1,207,0.9273651745,1294678.0077,10649249.935,697905.13499,486526.0441,159411.06689,0.005812939,0.0068298325,0.0094336268,0.011491949,0.0126623587,94451.907097
2r,2005,1,38,0.9491098078,27139.630702,1938986.187,653885.62203,68822.863196,168324.99019,0.0043514214,0.0075634986,0.0113044306,0.0131177254,0.0138771429,25414.089217
2r,2006,1,55,0.9756454549,0,2322793.7497,283495.99975,98772.432067,26379.979476,0.0036367655,0.0083676209,0.0115692112,0.0136350611,0.0131789931,24410.512338
2r,2007,1,167,0.9633614917,19524.288901,5506321.0281,335825.00011,44176.274745,5547.1053199,0.0063849431,0.0072768535,0.0133984754,0.0154373193,0.0118242723,45440.449435
2r,2008,1,134,0.9630095347,41213.466187,4527851.6433,462969.34514,49107.622198,18483.4596,0.001389357,0.0058873541,0.0140746285,0.0216410131,0.0254168234,34762.977023
2r,2009,1,116,0.7549671183,557600.58599,3606995.5437,346028.06448,14583.962959,5008.407296,0.0038796431,0.0064235991,0.0083457547,0.0103688563,0.0124835117,28434.791614
2r,2010,1,270,0.9510129968,0,6786463.9808,82458.433439,90911.343998,15538.973732,0.0035449468,0.0058330866,0.0094085728,0.0116580272,0.0124405554,41615.008891
2r,2011,1,53,0.9805595205,0,616051.02894,1380607.2353,228865.06729,46014.106569,0.0036550829,0.0072748233,0.0120247652,0.0138486756,0.014516455,24920.579954
2r,2012,1,112,0.9766193227,8013.4438697,289018.57324,310935.0058,307770.26117,41471.453197,0.000696508,0.0091593391,0.0126329375,0.0138681109,0.0153794365,11486.822748
2r,2013,1,217,0.9500199046,0,4462208.22,1033426.5065,316130.97638,76611.9484,0.003541245,0.0064883248,0.0085309136,0.0143303683,0.0142771035,43392.39848
2r,2014,1,133,0.904719542,40072.273613,5564297.1953,2942462.3163,309728.18954,80625.564944,0.0039844826,0.0054902881,0.0091484413,0.0121475467,0.0138696712,62508.893602
2r,2015,1,114,0.9752652682,0,2121173.5108,832887.35574,637403.13662,221580.46875,0.0036353483,0.0070979848,0.0123798093,0.0143849316,0.0154334717,37955.800366
2r,2016,1,156,0.9525270254,1942508.2967,279347.29558,135850.58578,98873.886528,60300.441563,0.0018056197,0.0034646019,0.0127263246,0.0137721233,0.0144637219,8438.0092221
2r,2017,1,190,0.9681728815,0,21966870.041,243186.7965,74744.770594,12887.127649,0.0036089111,0.0057766819,0.0078849608,0.0103571465,0.0150012098,129780.60453
2r,2018,1,135,0.9847102221,186.70665085,53156.676859,1987422.8693,56994.643551,12267.998973,0.0038303707,0.0043890433,0.0094413641,0.013064671,0.0138064814,19911.999289
2r,2019,1,83,0.9753697307,11853.389014,205668.17804,50088.947973,170259.06876,3622.2824647,0.0047695081,0.0083417371,0.0128107278,0.0155218706,0.0182967857,5122.8559504
2r,2020,1,195,0.9527548602,403930.04373,7484866.8097,422193.88313,178398.50019,342131.49313,0.0029369167,0.0070868449,0.0135735231,0.0154731084,0.02088372,69866.414947
2r,2021,1,51,0.939304924,57.532740019,710682.11101,121454.16916,2668.300587,3043.1839632,0.0036929355,0.005205527,0.0098871703,0.012406514,0.0144367155,4977.5633447
2r,1982,2,,1,0,0,0,0,0,0.0040299476,0.008916702,0.0132007833,0.0161154221,0.0178717181,0
2r,1983,2,14,1.407753355,9860491.9283,372802.70971,495868.18842,44238.599753,83.789582921,0.0034241499,0.0114722206,0.0169882248,0.0219626356,0.0280146321,47438.540793
2r,1984,2,5,1.5758560195,0,2891709.703,174901.26974,134880.8964,5875.4197762,0.0063506171,0.0113492188,0.0160860431,0.0233791794,0.0281632545,38950.991029
2r,1985,2,4,1.3695525367,1993260.7633,407181.48988,783755.14234,413048.22422,53622.282877,0.0042812399,0.0096999261,0.0151734613,0.023095339,0.0278463382,35408.209083
2r,1986,2,2,0.8055120493,1507556.1576,3489852.7896,208739.76278,91470.966388,6831.8564108,0.003602072,0.0099341523,0.0144831347,0.0129811667,0.0143958842,44408.011594
2r,1987,2,3,0.913073861,78942.108432,889311.57976,1100859.7582,31990.372354,8324.0254595,0.0014504114,0.0083739158,0.0130813112,0.0187276175,0.0163181986,22697.144504
2r,1988,2,2,1.2231124899,11928974.759,1159811.6562,426658.01642,1170088.2218,50037.096753,0.0027765613,0.0085083325,0.0151686648,0.0292192871,0.0272031588,85011.736219
2r,1989,2,4,0.9477391163,2606691.5999,3595608.8564,260391.75067,10416.040267,36604.94151,0.0035521391,0.0102594326,0.0146375076,0.0144660694,0.0173386816,50745.08469
2r,1990,2,0,1.9093864431,5725324.4264,999610.2015,232966.41929,34720.235754,10230.047786,0.0031392252,0.0127121875,0.0196382227,0.0298226595,0.0359907788,36658.998871
2r,1991,2,11,1.0705533643,11330117.955,4243664.0484,128948.64437,41052.159773,1612.555309,0.0034339903,0.0067619943,0.0119173458,0.0349883273,0.0191326279,70607.071941
2r,1992,2,9,1.3402726077,7368016.8551,1059298.7759,101845.27865,40527.583583,8776.6741518,0.0044606926,0.0160064169,0.0218820681,0.028738424,0.0289952056,53469.801663
2r,1993,2,38,0.9796574468,20092997.346,594620.11782,516234.50409,180912.02563,42145.014662,0.0024480788,0.0102860023,0.016223013,0.018109338,0.0214928044,67862.395329
2r,1994,2,9,0.8219542034,0,7078528.5617,847918.75887,263131.05023,87227.990877,0.0033124323,0.0079130545,0.0139646989,0.0164415894,0.017792011,73731.96636
2r,1995,2,21,0.8779103475,1005659.6794,2122563.244,2032031.2883,248733.3444,177034.59198,0.0052853297,0.0114921169,0.0129842691,0.0163303423,0.0182969278,63393.518811
2r,1996,2,49,0.9481659398,28670576.675,6414851.5781,258508.75473,159374.96444,38743.033988,0.0030967804,0.0044696866,0.0155460979,0.0177679004,0.0210386727,125124.51906
2r,1997,2,23,0.926794427,28838.077719,8991692.4358,263772.01935,69614.781688,36926.979426,0.0055765695,0.0067712965,0.0108998837,0.0129409986,0.013551306,65322.610555
2r,1998,2,12,0.9332020973,1063413.8069,48543.427063,1480660.1107,104915.97423,78069.752037,0.0046829672,0.0091824823,0.0139860295,0.0167210233,0.017285452,29238.010562
2r,1999,2,22,0.7872531177,7322102.0522,720990.88026,101426.31766,475552.48729,78664.596491,0.0045206389,0.0064534085,0.0081946326,0.0105428185,0.0141786472,44713.600825
2r,2000,2,7,0.9691660574,0,1002422.2394,179267.36896,108089.09496,166944.64373,0.0039056884,0.0115898208,0.0139834076,0.01739237,0.0187497332,19134.755819
2r,2001,2,21,0.8992491218,8312214.5222,3502445.8314,574868.62063,74917.385911,233410.30778,0.0029800726,0.0049075401,0.0122445942,0.0158194685,0.0186722863,54541.886487
2r,2002,2,18,0.9372733847,3184.8202339,1391187.9334,198132.78458,48098.789199,29633.339621,0.0029092625,0.0081711605,0.0122833694,0.0134160479,0.0150969316,14903.291735
2r,2003,2,137,0.8997089995,6593836.0026,162620.24246,473377.26924,38480.551586,14439.49726,0.0034675678,0.0046540883,0.0113673195,0.0136973338,0.0155020736,29753.37621
2r,2004,2,10,0.8761772274,761593.62846,1986259.9717,206727.10783,271775.96326,42386.758623,0.006118663,0.0080248263,0.0102623318,0.0112324038,0.0120948543,26286.187213
2r,2005,2,4,0.8933163071,2075.5760159,505254.8084,312026.45808,30879.918978,88260.887592,0.0036000179,0.0079654353,0.011792475,0.0143961694,0.0159650972,9565.2569914
2r,2006,2,4,1.1605541271,0.0275013364,1148196.4621,108976.41143,48290.976146,18124.033463,0.0046769723,0.0103483153,0.0153202236,0.0187028196,0.0207410962,14830.531862
2r,2007,2,0,0.674016116,0.5448053858,50.363270159,8.0437050911,0.5756853392,0.2162578708,0.0027162496,0.0060100008,0.0088975407,0.0108620542,0.012045826,0.384590447
2r,2008,2,1,1.0096540784,2.8511588853,219298.40291,50841.342214,6191.6582543,1268.0531715,0.004068853,0.0090027845,0.0133282247,0.0162710016,0.018044253,2775.5582578
2r,2009,2,6,0.6646367895,282437.53812,2006149.6337,24145.109811,3016.2983265,2474.2634521,0.0061092047,0.0050178321,0.0107849015,0.0069352782,0.0109649774,12100.442541
2r,2010,2,0,0.6224486683,794.52087761,1277699.8968,40521.200678,27143.065189,4655.7520672,0.0025084355,0.0055501893,0.00821681,0.010031023,0.0111242271,7750.4886356
2r,2011,2,0,0.9994635424,0,17011.904046,84096.735883,15597.626135,3119.6592546,0.0040277857,0.0089119186,0.0131937017,0.0161067769,0.0178621307,1568.1071912
2r,2012,2,1,0.946059309,5474.7511255,11664.812024,81937.695543,1312.631153,21.194403648,0.0038125694,0.0084357289,0.0124887239,0.0152461451,0.0169077052,1162.9422343
2r,2013,2,7,0.980362843,0,434554.25061,48579.132748,23355.708427,4363.7185196,0.0039508108,0.0097780197,0.0123519329,0.0150528557,0.0159720365,5270.3937853
2r,2014,2,1,1.0994386448,190436.63302,37515.551657,32842.170187,15067.264174,32512.173111,0.0044306801,0.0098033668,0.0145134513,0.0177179178,0.0196488575,2593.9833519
2r,2015,2,2,1.0134520081,0.4729398599,10036.857506,19679.419049,16816.678712,6510.6728794,0.0040841584,0.0090366495,0.0133783604,0.0163322069,0.0181121286,746.55547498
2r,2016,2,0,0.3781637129,23567.750926,3400.3680008,148.97652401,69.465140397,21.062031034,0.0015239799,0.0033719731,0.0049920572,0.0060942679,0.0067584353,48.692113863
2r,2017,2,15,0.9848862848,7.8655540512,1240838.1982,4724.1598179,22862.778718,1331.5390439,0.0025323947,0.0081615766,0.0101297661,0.0105321326,0.0145287853,10435.209969
2r,2018,2,0,0.964469843,16.256570567,93.200099473,19328.445624,2000.9805598,262.05836277,0.0038867629,0.0085998902,0.0127317574,0.0155428386,0.0172367331,282.56772479
2r,2019,2,0,0.9469664204,23.27306937,62.775967891,43.148466177,113.39939318,1.8231535954,0.003816225,0.0084438174,0.0125006985,0.0152607636,0.0169239169,2.9196862733
2r,2020,2,0,1.3391871051,3911.8642401,14412.107323,1495.0243809,652.79287126,2927.4817674,0.0053968538,0.0119411323,0.0176783188,0.0215815655,0.0239335744,303.79155239
